Loan_ID,Age,Employment_Type,Annual_Income,Loan_Amount,Loan_Tenure_Years,Credit_Score,Existing_Loans,EMI,Loan_Purpose,Default_Status
51873,29,Salaried,1958222,1478880,3,569,2,67558,Home,No Default
51874,23,Salaried,1201437,863925,25,366,0,51512,Business,Default
51875,45,Salaried,720937,401290,14,307,4,30669,Home,No Default
51876,59,Self-Employed,314281,578849,14,855,4,59560,Business,No Default
51877,32,Salaried,1722519,538596,19,747,0,33709,Personal,Default
51878,49,Salaried,852773,1425405,28,434,3,67270,Personal,No Default
51879,23,Self-Employed,288175,999309,28,324,0,19011,Education,No Default
51880,61,Salaried,481883,1241078,4,764,0,21651,Education,No Default
51881,43,Salaried,725689,1376761,26,673,3,2566,Business,Default
51882,43,Self-Employed,1260468,1209983,1,495,2,38526,Personal,Default
51883,38,Salaried,1101571,584555,2,701,0,4020,Business,Default
51884,31,Salaried,1944665,389539,6,421,3,71066,Personal,Default
51885,56,Salaried,216585,1305557,13,858,4,20890,Home,No Default
51886,46,Unemployed,1391293,990101,14,508,0,79283,Personal,No Default
51887,28,Salaried,1316132,158454,28,600,0,77919,Education,No Default
51888,48,Salaried,1964585,1253637,1,814,2,45882,Personal,No Default
51889,38,Self-Employed,802959,855435,28,833,2,27304,Business,Default
51890,33,Salaried,654846,1407991,25,338,4,49742,Home,No Default
51891,56,Salaried,993578,1377681,8,505,2,64124,Education,No Default
51892,62,Salaried,850565,1021899,18,882,4,35373,Home,Default
51893,60,Self-Employed,848734,1161252,14,711,0,40451,Education,No Default
51894,64,Salaried,1932838,1012741,2,632,3,54754,Education,No Default
51895,32,Self-Employed,232282,615318,24,507,2,15669,Home,No Default
51896,42,Self-Employed,688095,116091,12,704,4,74940,Home,Default
51897,22,Salaried,304666,1140754,27,687,2,22754,Personal,No Default
51898,60,Salaried,1585096,1489011,24,786,2,6847,Personal,No Default
51899,48,Unemployed,460379,641736,1,681,1,40446,Education,No Default
51900,33,Salaried,1618791,481403,21,570,0,62489,Personal,No Default
51901,53,Salaried,364987,822413,15,736,2,71589,Personal,No Default
51902,23,Salaried,835231,1212322,11,729,3,68245,Education,No Default
51903,54,Salaried,906266,734860,18,644,1,2922,Personal,No Default
51904,43,Salaried,1241839,719047,17,448,4,52261,Home,No Default
51905,52,Salaried,808030,1187824,3,691,4,38360,Business,No Default
51906,40,Salaried,1876116,1026248,15,486,3,14790,Home,No Default
51907,48,Salaried,210850,556991,13,319,3,16567,Business,No Default
51908,28,Self-Employed,1387780,193937,3,637,0,22343,Home,No Default
51909,23,Unemployed,1627572,259527,13,672,3,57793,Business,No Default
51910,50,Salaried,183064,1264742,26,366,4,33142,Business,No Default
51911,45,Salaried,938710,530688,9,738,0,3490,Personal,No Default
51912,50,Salaried,1975436,1409507,10,361,3,62928,Education,No Default
51913,49,Salaried,165553,998465,1,785,3,30426,Home,No Default
51914,50,Salaried,1482255,686125,27,867,4,36048,Personal,No Default
51915,54,Salaried,1625368,257630,2,384,0,49578,Home,No Default
51916,45,Unemployed,1095437,65297,25,705,1,33723,Home,Default
51917,37,Salaried,1587178,893037,14,694,1,18178,Business,No Default
51918,44,Salaried,1920220,657192,5,823,0,63286,Business,Default
51919,58,Salaried,1534545,398163,25,475,3,39622,Education,Default
51920,48,Salaried,1837991,1243280,22,658,3,43834,Business,No Default
51921,53,Self-Employed,1706066,472919,10,838,0,10055,Home,Default
51922,56,Salaried,544403,427907,26,590,1,26687,Business,No Default
51923,27,Unemployed,925640,1144797,19,429,2,57318,Personal,Default
51924,43,Salaried,1711669,1217161,8,778,4,41848,Personal,No Default
51925,46,Salaried,1582366,1209946,13,831,0,42829,Business,No Default
51926,34,Unemployed,1463080,1467495,9,563,2,75929,Education,No Default
51927,62,Salaried,1641709,1050535,18,802,4,45613,Business,No Default
51928,48,Salaried,1255790,1386479,25,459,2,11581,Personal,No Default
51929,44,Self-Employed,1324586,137000,4,837,2,47101,Home,No Default
51930,27,Salaried,1893020,1346411,8,380,4,26940,Home,No Default
51931,56,Self-Employed,1328172,373087,5,712,2,70907,Home,No Default
51932,59,Salaried,610135,1291897,29,774,1,13016,Personal,No Default
51933,35,Salaried,1327163,398006,6,317,0,24943,Personal,No Default
51934,23,Salaried,1783032,1000543,20,368,1,56617,Home,No Default
51935,22,Unemployed,977284,829363,5,429,1,78585,Education,No Default
51936,27,Salaried,1744095,1471195,28,609,4,4237,Education,No Default
51937,36,Salaried,572389,558093,1,786,4,67263,Home,No Default
51938,41,Salaried,1227990,1090929,28,314,4,71980,Home,No Default
51939,29,Salaried,1927620,650357,19,795,2,22852,Personal,No Default
51940,32,Salaried,1906752,1489699,4,485,2,7758,Business,No Default
51941,49,Salaried,1128977,1467166,1,716,0,46322,Personal,No Default
51942,44,Self-Employed,104886,262757,29,731,2,47003,Business,No Default
51943,53,Salaried,628059,349855,19,365,0,11176,Business,No Default
51944,34,Salaried,1506903,1292455,4,380,1,31658,Business,Default
51945,63,Salaried,1207646,1181264,14,335,0,7674,Business,No Default
51946,38,Salaried,482855,605060,14,316,0,19910,Home,Default
51947,25,Self-Employed,1580464,1388027,9,813,4,29948,Business,No Default
51948,35,Salaried,1457406,186238,19,332,2,57941,Business,No Default
51949,27,Salaried,933625,698178,11,648,3,68572,Business,No Default
51950,45,Salaried,704918,581877,16,679,3,29749,Personal,No Default
51951,34,Self-Employed,840792,443680,19,807,4,28678,Personal,No Default
51952,60,Unemployed,1764074,576888,4,566,1,69766,Personal,No Default
51953,56,Salaried,1536221,518396,9,816,1,19426,Education,No Default
51954,55,Salaried,1455485,711486,25,784,1,47418,Personal,No Default
51955,64,Salaried,1850282,1498943,17,646,0,42709,Education,No Default
51956,44,Salaried,1798754,389340,15,742,2,30680,Personal,No Default
51957,35,Salaried,455239,832529,8,677,1,8168,Education,Default
51958,31,Unemployed,779847,181137,26,872,3,71191,Personal,No Default
51959,44,Salaried,1537304,1027450,13,657,0,49076,Home,No Default
51960,31,Self-Employed,1618903,928269,1,837,1,3080,Personal,No Default
51961,64,Salaried,1756628,390568,2,509,1,79333,Education,No Default
51962,37,Self-Employed,754818,1018560,10,341,2,51975,Business,No Default
51963,26,Salaried,1667771,712553,27,312,2,38018,Personal,No Default
51964,41,Salaried,934901,245682,21,899,0,69651,Business,No Default
51965,28,Unemployed,587849,693547,27,788,3,75775,Business,No Default
51966,35,Salaried,801298,650825,13,486,4,13927,Personal,No Default
51967,52,Salaried,514481,111434,11,362,3,2944,Personal,No Default
51968,30,Self-Employed,1951926,892557,14,635,2,54420,Home,No Default
51969,48,Salaried,1188921,373665,16,854,2,21503,Education,No Default
51970,35,Salaried,1613058,663773,28,374,4,24456,Personal,No Default
51971,32,Self-Employed,1812412,1314315,29,448,3,12175,Education,No Default
51972,63,Unemployed,402899,1081560,6,506,3,26930,Personal,No Default
51973,38,Self-Employed,1945869,607099,2,540,4,5305,Business,Default
51974,57,Salaried,554346,736903,26,874,2,55947,Business,No Default
51975,64,Self-Employed,469143,1004114,5,534,0,41537,Personal,No Default
51976,44,Self-Employed,1611469,1496497,19,424,3,35136,Education,No Default
51977,57,Self-Employed,293982,1247920,7,556,1,29562,Education,No Default
51978,49,Self-Employed,1571631,1130410,28,391,3,46953,Business,No Default
51979,30,Salaried,1403064,1308824,28,506,3,78730,Education,No Default
51980,34,Salaried,943837,1180124,17,716,3,77624,Education,Default
51981,36,Salaried,1236357,309485,5,587,2,53699,Home,No Default
51982,57,Unemployed,416497,373380,12,514,1,21194,Business,No Default
51983,31,Salaried,118767,1038923,19,811,3,55349,Education,No Default
51984,46,Unemployed,1468274,730655,27,872,0,63241,Home,No Default
51985,60,Unemployed,577583,1312258,18,667,1,72551,Personal,No Default
51986,39,Unemployed,858468,1409657,28,700,4,37629,Home,No Default
51987,38,Unemployed,749562,1105418,12,500,0,47251,Home,No Default
51988,50,Self-Employed,1785483,278164,3,880,4,15895,Home,No Default
51989,52,Self-Employed,840549,975805,26,584,3,60549,Home,No Default
51990,43,Self-Employed,1288216,415006,4,362,2,60918,Home,No Default
51991,32,Salaried,521071,1261227,15,660,3,14792,Home,No Default
51992,33,Salaried,1794516,1107404,15,486,3,65406,Personal,No Default
51993,41,Salaried,205366,364624,11,782,4,17430,Personal,No Default
51994,41,Salaried,1725514,940048,2,670,3,41130,Business,No Default
51995,49,Salaried,451722,1295810,18,320,0,44500,Business,No Default
51996,49,Unemployed,1565622,1027354,3,607,2,73844,Personal,No Default
51997,47,Self-Employed,1828403,766593,18,345,4,71120,Personal,No Default
51998,49,Salaried,551346,1317181,14,493,1,63397,Business,No Default
51999,35,Self-Employed,1575292,1262239,6,356,3,56455,Home,No Default
52000,32,Salaried,1464935,1250351,2,853,4,53078,Education,No Default
52001,61,Salaried,423356,1251993,1,756,3,33088,Home,No Default
52002,39,Self-Employed,992049,1371790,8,632,3,71055,Personal,No Default
52003,32,Salaried,1041124,389224,10,315,4,11597,Business,No Default
52004,43,Self-Employed,1134891,692953,20,812,0,4013,Business,Default
52005,25,Salaried,669865,1482908,18,449,1,15465,Home,No Default
52006,46,Salaried,462606,1116594,20,512,3,67569,Business,No Default
52007,30,Self-Employed,357572,1208548,11,690,0,29487,Personal,No Default
52008,42,Salaried,1791216,904511,18,580,3,68939,Personal,No Default
52009,59,Unemployed,159999,1433609,27,838,3,5219,Education,No Default
52010,43,Salaried,748246,506435,16,641,0,10077,Personal,No Default
52011,31,Salaried,1828131,588451,5,636,3,4710,Education,No Default
52012,48,Unemployed,1061758,310583,7,374,1,28178,Education,No Default
52013,51,Unemployed,1212959,902959,22,392,4,48994,Home,No Default
52014,28,Salaried,783582,993808,2,845,0,14964,Business,No Default
52015,59,Salaried,1546411,617276,11,414,2,30288,Personal,No Default
52016,48,Self-Employed,307111,525624,13,720,3,32714,Business,No Default
52017,36,Salaried,394431,779075,20,412,4,5602,Education,No Default
52018,51,Salaried,350323,1233800,24,667,1,6096,Personal,No Default
52019,61,Self-Employed,683216,99663,28,359,1,73652,Business,No Default
52020,36,Salaried,1802759,929863,16,581,2,31610,Personal,No Default
52021,25,Salaried,1593950,142263,14,536,1,68815,Home,Default
52022,55,Salaried,120428,732540,7,344,4,67585,Personal,No Default
52023,45,Unemployed,1724002,1092491,7,496,2,40419,Education,No Default
52024,33,Salaried,856834,825745,12,798,0,44734,Personal,No Default
52025,49,Self-Employed,1274182,1169790,12,882,2,8539,Home,No Default
52026,47,Salaried,713681,271554,20,748,0,23754,Home,No Default
52027,60,Salaried,904564,1277144,1,494,1,6223,Business,No Default
52028,37,Salaried,1491814,506498,23,494,4,29320,Home,No Default
52029,57,Salaried,1329557,251309,6,874,3,51339,Education,No Default
52030,58,Salaried,1927993,406461,8,881,2,7302,Home,No Default
52031,49,Salaried,1698559,1294551,27,609,1,65046,Business,No Default
52032,54,Self-Employed,491742,1373780,13,890,4,23241,Home,No Default
52033,50,Self-Employed,764257,1059917,5,847,3,35434,Home,Default
52034,51,Salaried,843334,125558,24,688,2,58731,Personal,Default
52035,42,Self-Employed,1563105,1007991,10,734,4,43892,Business,No Default
52036,45,Self-Employed,603142,817779,27,795,1,32798,Personal,No Default
52037,24,Salaried,1085901,564813,14,500,2,7138,Business,Default
52038,55,Salaried,546862,487351,24,833,2,71676,Business,No Default
52039,61,Salaried,1576367,1281462,9,596,0,50901,Business,No Default
52040,64,Salaried,1502231,1362055,17,793,0,15533,Business,No Default
52041,29,Salaried,299257,1453448,3,630,2,35385,Business,Default
52042,46,Salaried,1939431,497418,12,560,4,51944,Business,No Default
52043,47,Salaried,1395631,1224399,12,354,1,60594,Home,No Default
52044,47,Unemployed,1846516,1423284,11,581,3,79721,Home,No Default
52045,38,Self-Employed,426950,296521,22,741,0,69980,Home,No Default
52046,50,Salaried,659498,308985,29,558,1,12514,Education,Default
52047,51,Unemployed,304247,560035,4,861,2,22617,Business,No Default
52048,62,Salaried,1413315,300574,8,445,1,3350,Home,No Default
52049,23,Self-Employed,800492,836149,10,690,1,49318,Business,Default
52050,49,Salaried,1657552,1015475,14,672,1,53358,Personal,No Default
52051,27,Salaried,1218187,640125,1,344,2,63178,Education,No Default
52052,38,Salaried,590993,1094408,12,696,0,77805,Business,No Default
52053,36,Salaried,1223753,982407,5,561,3,60465,Home,No Default
52054,52,Salaried,710150,666988,14,778,4,2608,Education,No Default
52055,58,Salaried,1445259,293803,4,864,0,78657,Personal,No Default
52056,45,Salaried,1989835,937437,28,784,3,50650,Business,No Default
52057,64,Salaried,412313,747795,17,815,2,41834,Education,No Default
52058,52,Self-Employed,988428,1219478,26,871,3,2167,Business,No Default
52059,39,Salaried,685856,645468,22,883,2,50338,Education,No Default
52060,23,Self-Employed,577487,579808,26,785,3,41543,Home,No Default
52061,55,Self-Employed,1714959,83436,13,886,0,5256,Business,No Default
52062,49,Salaried,708980,576416,3,765,2,4479,Business,No Default
52063,31,Salaried,854575,1310643,11,765,1,63478,Business,Default
52064,26,Unemployed,764367,1334690,11,321,2,43939,Home,No Default
52065,39,Salaried,805485,132137,5,695,2,29010,Education,Default
52066,57,Self-Employed,1060426,1158851,6,508,3,10982,Home,No Default
52067,47,Salaried,684498,1201100,4,862,2,52626,Personal,No Default
52068,25,Salaried,1339402,992280,10,444,3,59277,Personal,No Default
52069,46,Salaried,1948385,1064785,10,719,0,78176,Personal,No Default
52070,55,Salaried,1266366,284515,12,648,2,75276,Education,No Default
52071,39,Self-Employed,484294,933670,22,604,1,27702,Business,Default
52072,37,Self-Employed,232872,1295905,23,343,1,61094,Education,No Default
52073,55,Unemployed,117192,943879,18,406,0,63541,Personal,No Default
52074,33,Salaried,1596382,150185,15,449,1,23134,Education,Default
52075,34,Salaried,1186477,240643,23,563,3,13353,Business,No Default
52076,50,Salaried,1411689,952552,23,409,2,78917,Business,No Default
52077,63,Unemployed,267919,530317,18,317,4,17238,Education,No Default
52078,37,Salaried,1986039,1051744,3,635,2,64766,Personal,No Default
52079,57,Salaried,1885073,1370688,3,538,2,48596,Business,Default
52080,35,Unemployed,1916928,130634,1,627,4,16422,Personal,No Default
52081,38,Salaried,1971095,171865,17,593,1,31638,Business,No Default
52082,34,Salaried,137473,910858,10,712,1,49990,Personal,Default
52083,34,Salaried,1581171,700136,27,760,2,72264,Education,No Default
52084,53,Salaried,917087,765291,6,380,1,66756,Home,No Default
52085,58,Unemployed,1032763,197915,25,554,3,63285,Home,No Default
52086,31,Salaried,1129793,141196,25,662,3,64553,Personal,No Default
52087,31,Salaried,1648163,761737,11,756,4,26029,Business,No Default
52088,46,Salaried,1194390,861307,14,742,2,53851,Education,No Default
52089,23,Salaried,613861,109888,17,832,3,59226,Business,Default
52090,45,Salaried,954457,305227,28,537,0,20384,Home,No Default
52091,37,Salaried,1926133,598813,7,560,1,32089,Home,No Default
52092,42,Salaried,1517731,677967,22,572,2,35007,Education,No Default
52093,49,Salaried,875985,1151180,4,579,3,69726,Personal,No Default
52094,46,Self-Employed,546212,1056736,11,449,4,65182,Education,No Default
52095,54,Salaried,954858,1006703,19,451,3,39459,Home,No Default
52096,46,Self-Employed,800460,476972,9,872,0,67411,Education,No Default
52097,29,Salaried,1117250,1385509,26,311,3,4015,Home,No Default
52098,60,Salaried,633235,722275,21,313,2,55901,Business,No Default
52099,31,Unemployed,1314666,702863,8,810,4,2030,Home,Default
52100,27,Salaried,1148266,895760,20,841,4,8601,Home,No Default
52101,50,Salaried,871956,60410,4,744,0,26389,Education,No Default
52102,22,Salaried,1904826,800105,16,617,2,45098,Education,No Default
52103,50,Salaried,1517601,587862,6,537,0,53978,Education,Default
52104,24,Salaried,427605,1195633,6,838,0,19231,Business,Default
52105,34,Salaried,646798,767475,19,373,0,51943,Education,No Default
52106,33,Self-Employed,729365,275669,2,733,3,26276,Business,No Default
52107,45,Salaried,246145,1268980,11,597,1,47795,Personal,No Default
52108,33,Self-Employed,239262,1158029,25,595,3,65344,Education,Default
52109,33,Salaried,1185431,1462084,18,313,2,75513,Education,No Default
52110,57,Salaried,617587,1212111,9,694,0,16294,Personal,No Default
52111,64,Self-Employed,1186422,1129355,28,490,0,64996,Personal,No Default
52112,26,Salaried,1025646,324751,16,720,1,11204,Personal,Default
52113,46,Self-Employed,716367,240515,11,405,4,24352,Home,No Default
52114,34,Salaried,1652588,226784,14,693,0,53067,Home,No Default
52115,28,Salaried,1463190,1406603,8,737,3,25613,Home,No Default
52116,44,Self-Employed,1118846,749088,27,306,0,25704,Personal,No Default
52117,42,Self-Employed,1079309,1090889,13,380,2,10133,Business,No Default
52118,60,Salaried,179949,795097,10,784,1,64949,Education,Default
52119,59,Self-Employed,625056,166888,23,656,4,59321,Home,No Default
52120,41,Self-Employed,1175831,1107809,12,610,2,56200,Personal,No Default
52121,63,Salaried,1976954,1077135,21,805,3,45816,Education,No Default
52122,46,Unemployed,882752,1230144,29,818,2,22861,Home,No Default
52123,30,Self-Employed,602818,1194555,3,748,0,18479,Personal,No Default
